,mae,rmse,mdae,marpd,r2,corr,LDS,DATASET,SPLIT,FOLD,UE
22,0.42840489905539914,0.5367250796038847,0.35409709785961363,32.57537836557261,0.3204377443143489,0.6006420095968416,on,HLM_Fang2023,IVIT,5,JQR
23,0.3722859779629438,0.49104961745345443,0.27886375893231397,27.966147746638235,0.4311782093417623,0.6630773553220138,on,HLM_Fang2023,IVIT,5,BASE
24,0.36128585491382714,0.5146480482121459,0.24542623329706992,27.047834303657233,0.3751926479394039,0.657804296023434,on,HLM_Fang2023,IVIT,5,DE
25,0.4157598579272809,0.5366482967743127,0.3116443191217928,31.731489861702656,0.3206321640743073,0.5696985472550928,on,HLM_Fang2023,IVIT,5,MCD
26,0.45680246324695395,0.573599279555005,0.40769108660816755,34.476059688507505,0.22385535496146214,0.5470435924523673,on,HLM_Fang2023,IVIT,5,MVE
27,0.4230847357420817,0.5505903021281322,0.3561746622214752,31.663556744107556,0.28487396989043623,0.5693630031328256,on,HLM_Fang2023,IVIT,5,EDL
28,0.4056585115285596,0.5331070819141732,0.30717499500335443,31.49787321082753,0.27680865133810517,0.5600689045254164,on,HLM_Fang2023,IVIT,9,JMQR
29,0.4100579807738458,0.5283533714306873,0.30753840918205144,31.99121815866054,0.2896485283880884,0.5597500398928441,on,HLM_Fang2023,IVIT,9,JQR
30,0.398303157583877,0.5287112375361745,0.29826667292163955,30.599661295421203,0.2886859271448412,0.5649722739223279,on,HLM_Fang2023,IVIT,9,BASE
31,0.42347577878606063,0.5963944423614395,0.3280279668018782,32.18231115091362,0.09491056814047516,0.5966181960944412,on,HLM_Fang2023,IVIT,9,DE
32,0.4012854707980741,0.5341082721063265,0.30787246101262933,30.733642827699565,0.2740897529963864,0.5639932557861467,on,HLM_Fang2023,IVIT,9,MCD
33,0.4189900049835472,0.5424029340524511,0.312706845917063,32.18631011869617,0.2513680141289961,0.533218253075622,on,HLM_Fang2023,IVIT,9,MVE
34,0.4015170928484489,0.5737191412895339,0.27104716771204407,29.951753326492685,0.16242636559652257,0.5280871792482925,on,HLM_Fang2023,IVIT,9,EDL
35,0.3926475196664365,0.5038523190511828,0.3203795424460145,30.52155189139279,0.2728333097275999,0.5701884192031422,on,HLM_Fang2023,IVIT,8,JMQR
36,0.38521912661696395,0.5117687562610223,0.25919082427790885,29.58370599424029,0.24980357534614084,0.5569338332706703,on,HLM_Fang2023,IVIT,8,JQR
37,0.3547208370353822,0.48020041441194994,0.2526844760932677,27.38762150515641,0.3395004681547912,0.6173630116115895,on,HLM_Fang2023,IVIT,8,BASE
38,0.40291795058512536,0.5517499023806374,0.2898065970433643,30.22787696461314,0.12800903900585403,0.5988996218934459,on,HLM_Fang2023,IVIT,8,DE
39,0.3553010671865268,0.47228666124859,0.26656531944437156,27.35243694510262,0.3610912835754855,0.6166580478191542,on,HLM_Fang2023,IVIT,8,MCD
40,0.3941162308326892,0.496642596732065,0.3249959006148877,30.71777087816569,0.29349476357136184,0.5424580933252735,on,HLM_Fang2023,IVIT,8,MVE
41,0.38288301202487424,0.52548703836465,0.2591264506412614,29.01084735971866,0.20904555776954303,0.5260633106181029,on,HLM_Fang2023,IVIT,8,EDL
42,0.43715406988435235,0.5591649998473676,0.3492069893915417,34.002142040578256,0.19400154617356946,0.5677883631114028,on,HLM_Fang2023,IVIT,2,JMQR
43,0.41843673891155553,0.5384140969432206,0.3294178788019513,32.806446073214616,0.25271357329192634,0.5927121252594917,on,HLM_Fang2023,IVIT,2,JQR
44,0.3760688778367139,0.5088231619731169,0.282128882025912,28.951825702498162,0.3325972457809273,0.6112848774905119,on,HLM_Fang2023,IVIT,2,DE
45,0.3494901707687233,0.4952802421626351,0.21764510057410547,27.2048720054887,0.3676518441803255,0.6483408796307165,on,HLM_Fang2023,IVIT,2,BASE
46,0.3834484198779273,0.5006727746645369,0.286668153333542,30.090709112518958,0.3538070701272181,0.594847952248507,on,HLM_Fang2023,IVIT,2,MVE
47,0.36586370167540166,0.4949085624081977,0.25313818553785905,28.79544384433451,0.3686005709759764,0.6203208021730697,on,HLM_Fang2023,IVIT,2,MCD
48,0.3553449832654876,0.5012815093980142,0.25026569602266346,26.97053483716286,0.35223478886472137,0.6128330467528135,on,HLM_Fang2023,IVIT,2,EDL
49,0.5504712716228761,0.6303046946727587,0.610186156335429,42.00546051442406,-0.023732193324788042,0.09534444048446301,on,HLM_Fang2023,IVIT,1,JMQR
50,0.3915612925255018,0.48726732791418337,0.3168366485386128,30.32112869881075,0.3881853649734872,0.6530060873251948,on,HLM_Fang2023,IVIT,1,JQR
51,0.3904163856929226,0.48399040290119527,0.3350279019439495,30.03301238112338,0.3963867324005348,0.62990054647307,on,HLM_Fang2023,IVIT,1,MVE
52,0.3726535312401259,0.47133306027651467,0.2854701167807119,28.86098804357861,0.4275453554791093,0.6606240037600731,on,HLM_Fang2023,IVIT,1,MCD
53,0.3891950394861149,0.5003213188077998,0.2987525178130205,30.151021344731614,0.35496497922595016,0.6185913961642652,on,HLM_Fang2023,IVIT,1,DE
54,0.37021705360683926,0.4812191048523435,0.2918309521669644,27.59761199515993,0.4032794439504268,0.6485578730546937,on,HLM_Fang2023,IVIT,1,EDL
55,0.36645451782160593,0.4608809280076852,0.2965620811541849,28.3096881740172,0.4526529894906476,0.6762059328823333,on,HLM_Fang2023,IVIT,1,BASE
56,0.4934078424304059,0.5988425295461866,0.42147788426484123,35.72128034371174,0.10467828106462129,0.5470992252967999,on,HLM_Fang2023,IVIT,0,JMQR
57,0.5126747465031265,0.6218123187090908,0.45643275368778924,36.748231600782624,0.034677362849223625,0.5546205353503447,on,HLM_Fang2023,IVIT,0,JQR
58,0.40631756752359516,0.5409517547618455,0.31580469553432344,29.224670397758416,0.26941472401186217,0.567995316750374,on,HLM_Fang2023,IVIT,0,EDL
59,0.4464839581925378,0.5493912780302955,0.38346177813852556,33.07077384181669,0.24644081402181883,0.6209023324936869,on,HLM_Fang2023,IVIT,0,DE
60,0.3908531849602684,0.5085825960968106,0.257949915342753,28.86957634300325,0.35423153048500233,0.6059402519643552,on,HLM_Fang2023,IVIT,0,BASE
61,0.43057537530640694,0.5442569152125195,0.33390817803857553,31.614619366708858,0.26045984650294374,0.5359534677523055,on,HLM_Fang2023,IVIT,0,MVE
62,0.38617770829182574,0.5035253948384232,0.27488755241100277,28.592033299517155,0.3670103559519745,0.6260924272083337,on,HLM_Fang2023,IVIT,0,MCD
63,0.42187722494596863,0.5363685026211163,0.34210173228389906,32.21714930952825,0.3004682808694592,0.5995775944245867,on,HLM_Fang2023,IVIT,3,JMQR
64,0.4262788010448599,0.5336477110950935,0.33089219558735383,32.43878452413725,0.3075471926995018,0.6279002664619808,on,HLM_Fang2023,IVIT,3,JQR
65,0.3691380259508452,0.48341652305525407,0.2687705477481255,28.0854971621442,0.43177039213377155,0.6637760099509129,on,HLM_Fang2023,IVIT,3,MCD
66,0.37369335510121904,0.4862892624831215,0.28747340100747154,28.266578434318983,0.4249968302940602,0.6616428343074321,on,HLM_Fang2023,IVIT,3,BASE
67,0.4623955668459179,0.5604646070415501,0.37121886852706654,35.74321083839611,0.23620420499977413,0.6199208775578031,on,HLM_Fang2023,IVIT,3,DE
68,0.41044667880278995,0.5304463036873217,0.3038664344682698,30.693138446038372,0.3158304628226355,0.6056875639917293,on,HLM_Fang2023,IVIT,3,MVE
69,0.3646888582521453,0.5169434648633796,0.2501703061101648,26.315107164162683,0.35021904648437474,0.6213623139401002,on,HLM_Fang2023,IVIT,3,EDL
70,0.5527198857165502,0.6313648885981967,0.6033804154021385,43.030175959436725,-0.08603018657890393,0.21514800716779017,on,HLM_Fang2023,IVOT,0,JQR
71,0.5708954437040855,0.6506959954167033,0.6085135553362521,44.035709545608604,-0.1535523602761817,0.25837882555028047,on,HLM_Fang2023,IVOT,0,JMQR
72,0.3750711193161892,0.49857632099549926,0.2773924691116485,28.84356909712072,0.32275728603741505,0.6302473036556604,on,HLM_Fang2023,IVOT,0,BASE
73,0.3916812896731812,0.5407209928479761,0.2849380858468935,29.023118910424955,0.20342347080856382,0.6204950079298103,on,HLM_Fang2023,IVOT,0,DE
74,0.4066856882239738,0.5292739163859155,0.30322228314512145,31.009697153649174,0.23679355784471845,0.6105027596187351,on,HLM_Fang2023,IVOT,0,MCD
75,0.37090137442678933,0.4996514116865965,0.2786385446349531,28.520064158230905,0.319833431403478,0.5872575998348375,on,HLM_Fang2023,IVOT,0,MVE
76,0.37983051170674914,0.5214223666141291,0.289006708727338,28.56740170119047,0.25926927862589566,0.5506561044745834,on,HLM_Fang2023,IVOT,0,EDL
77,0.34903587605401926,0.46586849857623286,0.26478977735459064,28.0082667731701,0.37388918938316185,0.6204057895431923,on,HLM_Fang2023,IVOT,1,JQR
78,0.3585971834341147,0.476058128025709,0.26925611969054386,28.54061470960022,0.3462006544193257,0.6195494203172809,on,HLM_Fang2023,IVOT,1,JMQR
79,0.3384000226416538,0.4641994149025958,0.23120541894455393,26.42459054188556,0.37836753166033754,0.672065614972888,on,HLM_Fang2023,IVOT,1,BASE
80,0.36792938351604415,0.4793724571239103,0.2867010698474055,28.871648638322966,0.33706542871412526,0.6355685997947702,on,HLM_Fang2023,IVOT,1,DE
81,0.3234989338640974,0.4321539096618123,0.24461226671415903,25.52891121452988,0.4612324810252356,0.691035233339905,on,HLM_Fang2023,IVOT,1,MCD
82,0.3721158108561237,0.49778446476091265,0.264591259672724,29.39206387789386,0.28516272620270133,0.5729370353247362,on,HLM_Fang2023,IVOT,1,MVE
83,0.3540073130010401,0.4879019813602817,0.24582938341238247,27.49908679781926,0.31326421898823054,0.5882589205663279,on,HLM_Fang2023,IVOT,1,EDL
84,0.4198684135845454,0.5533565444113102,0.29498605192255345,31.499321179432897,0.2901920354286738,0.5769164466630625,on,HLM_Fang2023,IVOT,2,JMQR
85,0.6110883892016676,0.6852313811672229,0.6894249817233634,45.899105612649514,-0.0884419074110272,0.12774595009020473,on,HLM_Fang2023,IVOT,2,JQR
86,0.36006239827101927,0.4740051797129518,0.279195310290506,27.43267515633424,0.47916886061747044,0.7023015452416561,on,HLM_Fang2023,IVOT,2,BASE
87,0.4181191171884528,0.541776982574083,0.3019019183698598,31.382659018714843,0.31958815248638905,0.6405728751176752,on,HLM_Fang2023,IVOT,2,DE
88,0.3682617014405762,0.4802375810961808,0.29175850932683434,28.114532230225702,0.46538264533193463,0.6875760681567455,on,HLM_Fang2023,IVOT,2,MCD
89,0.4387329127372712,0.5533243598025038,0.32855503825135735,33.15965486380593,0.2902746014615142,0.5698048227560406,on,HLM_Fang2023,IVOT,2,MVE
90,0.40898154997659786,0.5592985778770717,0.29726274436209205,30.143414383056882,0.2748661197432053,0.6029953256595139,on,HLM_Fang2023,IVOT,2,EDL
91,0.5922326877195592,0.6748981173673599,0.6319703961825891,44.13122438860578,-0.12741892351890116,0.051285981187387565,on,HLM_Fang2023,IVOT,3,JMQR
92,0.5795568881202469,0.6576621539294135,0.6274172071876982,43.4939489957943,-0.07056881316363195,0.07407872715060487,on,HLM_Fang2023,IVOT,3,JQR
93,0.41129296467212423,0.5432178504747582,0.293002016463341,30.51078189334283,0.26960641168871313,0.5744176770437861,on,HLM_Fang2023,IVOT,3,BASE
94,0.38267851075575116,0.5085987339558229,0.27519789356846047,28.363999556634717,0.3597354799545811,0.6491543131225699,on,HLM_Fang2023,IVOT,3,DE
95,0.38049396549217024,0.5078078863489535,0.2591155798284095,28.148343014780153,0.3617250955509401,0.6498033349951163,on,HLM_Fang2023,IVOT,3,MCD
96,0.49482121066644225,0.630665724509136,0.3644109347912191,37.00117644269857,0.015518988752563967,0.38141855686571874,on,HLM_Fang2023,IVOT,3,MVE
97,0.4238492635590355,0.602868927420742,0.24871395005924102,30.748914537076,0.10038914419026057,0.5467742630984841,on,HLM_Fang2023,IVOT,3,EDL
98,0.3593518307066262,0.4758629030720043,0.2632408525924895,27.76625131395131,0.4147571447927957,0.6495570911045595,on,HLM_Fang2023,IVOT,4,JMQR
99,0.3572505942741247,0.46723719750702797,0.27924288311457834,27.797464138701045,0.435781604389072,0.6612284910463903,on,HLM_Fang2023,IVOT,4,JQR
100,0.34519722400684194,0.4641587053852032,0.23678361637925238,26.14207109712544,0.44319205796048644,0.691687709661075,on,HLM_Fang2023,IVOT,4,BASE
101,0.3890185869511477,0.5001296750031832,0.2816862814896042,29.142688951431143,0.35354593761859954,0.647147594772883,on,HLM_Fang2023,IVOT,4,DE
102,0.35649355672857885,0.48570133333214444,0.23713916960025516,26.75924704438729,0.39030727590429604,0.6726578693312752,on,HLM_Fang2023,IVOT,4,MCD
103,0.4667263426082793,0.5800587169752585,0.39525100219030596,35.68134299057565,0.13040639713022217,0.4600698364681901,on,HLM_Fang2023,IVOT,4,MVE
104,0.5092450786984536,0.6626216725042918,0.372499757842374,38.485132025571,-0.13475915076548062,0.31423004157027695,on,HLM_Fang2023,IVOT,4,EDL
105,0.36792093661430403,0.48250793921317797,0.27765943083413935,28.85593614403193,0.33046805805803947,0.6193355030081257,on,HLM_Fang2023,IVOT,5,JMQR
106,0.37015525439350594,0.48046766495583765,0.2787094764892257,29.109421078581697,0.33611828912543906,0.6138343083725433,on,HLM_Fang2023,IVOT,5,JQR
107,0.3312219638655504,0.4488448813775474,0.23471572841752397,26.21586877051972,0.4206314354122397,0.6653306832193391,on,HLM_Fang2023,IVOT,5,BASE
108,0.38233931741706767,0.5205894089678705,0.27690971790558716,30.272297438388595,0.22061322770407676,0.5699455606746614,on,HLM_Fang2023,IVOT,5,DE
109,0.34441625012665783,0.4569359430401244,0.2609959347277593,27.152532186064803,0.3995552986939084,0.6618736480129545,on,HLM_Fang2023,IVOT,5,MCD
110,0.4147843711962369,0.5199175866281948,0.34384673049284853,32.85555419219519,0.22262353208603014,0.5258888942669012,on,HLM_Fang2023,IVOT,5,MVE
111,0.5032167780316742,0.6311774241255983,0.40655994770762693,40.07305643764103,-0.1456851585729635,0.20715456732319062,on,HLM_Fang2023,IVOT,5,EDL
112,0.5242891035965513,0.6320140199500136,0.46714587038328514,37.98246811467277,-0.04742110417375667,0.5461345515397253,on,HLM_Fang2023,IVOT,6,JMQR
113,0.48961457025655275,0.5932271156927857,0.41811193390693235,36.18329511598499,0.07719511845733684,0.5533504255215683,on,HLM_Fang2023,IVOT,6,JQR
114,0.424027598496064,0.5556630087696989,0.3019880912378974,30.722404824677803,0.1903620290239073,0.6419668289682449,on,HLM_Fang2023,IVOT,6,BASE
115,0.42000614559529437,0.5285408997732115,0.3327693748417251,31.408031220019783,0.2674705407689223,0.6211125964279556,on,HLM_Fang2023,IVOT,6,DE
116,0.38331602385939745,0.49565209317662934,0.2914502003341024,28.61588299864738,0.35579842154848473,0.6710411275100385,on,HLM_Fang2023,IVOT,6,MCD
117,0.45031873552685225,0.5525863208033628,0.38294466007598293,33.52108056131752,0.19930308524275375,0.5575918829228227,on,HLM_Fang2023,IVOT,6,MVE
118,0.43454881429596487,0.5471570826361586,0.36523489462466496,32.14193580835779,0.21495971041968243,0.5319504915407326,on,HLM_Fang2023,IVOT,6,EDL
119,0.44377267348543203,0.5555879580414554,0.36635794675431976,34.10103161326075,0.2594909649425424,0.6163136397362369,on,HLM_Fang2023,IVOT,7,JMQR
120,0.516771638821729,0.6378835216382122,0.43854268277283204,38.619318113448905,0.023870405700700648,0.5429052214815859,on,HLM_Fang2023,IVOT,7,JQR
121,0.3537873501494466,0.4865258207907635,0.22100793616935305,27.049896410338402,0.4321462456429922,0.6910934962629942,on,HLM_Fang2023,IVOT,7,BASE
122,0.3457163876536473,0.47624223846725744,0.22929888107916524,26.11252142577664,0.45589773328563654,0.6873630120229929,on,HLM_Fang2023,IVOT,7,DE
123,0.3831482032539011,0.5155323779873126,0.25109278174601773,29.100471024625605,0.3624171802132764,0.6438228142681931,on,HLM_Fang2023,IVOT,7,MCD
124,0.39707854142395244,0.5118651347745163,0.2962093622934254,29.996529778883936,0.3714558170439495,0.6336926068845653,on,HLM_Fang2023,IVOT,7,MVE
125,0.3788537821133595,0.5163201516543328,0.28427218627397854,27.800560449746424,0.36046713892770277,0.6174593659823028,on,HLM_Fang2023,IVOT,7,EDL
126,0.3631465251833731,0.4435746111551805,0.3168007628071589,28.10329185665918,0.5286756575163689,0.745930960851303,on,HLM_Fang2023,IVOT,8,JMQR
127,0.3671018786543445,0.4481151941806026,0.3003749066635156,28.417172788325434,0.5189769931134767,0.7314945488006602,on,HLM_Fang2023,IVOT,8,JQR
128,0.37321584364343247,0.4782077863236631,0.27092293745818397,28.00459072145658,0.45220281570925325,0.6820220333812513,on,HLM_Fang2023,IVOT,8,BASE
129,0.34624608460770673,0.4513926556273394,0.27015124812027524,25.782613079935736,0.5119149712343287,0.7177899175159849,on,HLM_Fang2023,IVOT,8,DE
130,0.3625624886258816,0.46054149236012787,0.28012666313531653,27.244570852676308,0.49192943224773567,0.7169069981286245,on,HLM_Fang2023,IVOT,8,MCD
131,0.40687327848105087,0.4975788656186583,0.3520032635577747,30.684561560021372,0.40692398518770845,0.6565334228947326,on,HLM_Fang2023,IVOT,8,MVE
132,0.36034897111294184,0.47819191550168766,0.2416243899009229,26.466348530296358,0.4522391758337452,0.6770121115178757,on,HLM_Fang2023,IVOT,8,EDL
133,0.4146273208882751,0.5410439508324313,0.3314952865400924,31.87873022821709,0.22252684344488183,0.5349173200872214,on,HLM_Fang2023,IVOT,9,JQR
134,0.42459841774807866,0.5432006366975751,0.33812855600839553,32.87794054211346,0.2163162304650087,0.5291850340497046,on,HLM_Fang2023,IVOT,9,JMQR
135,0.3883499014238207,0.5123783703320072,0.3013244671061568,29.787279258603288,0.30272854257996196,0.5826368436291033,on,HLM_Fang2023,IVOT,9,BASE
136,0.4125395174713181,0.5297587876981117,0.33011401388981065,32.065289646650626,0.25462186165629586,0.5601474686512717,on,HLM_Fang2023,IVOT,9,DE
137,0.39295200237940525,0.5182896848119245,0.2899978636412368,30.1479856223394,0.28654687811357615,0.572531885937151,on,HLM_Fang2023,IVOT,9,MCD
138,0.41917062148964673,0.5419863239486512,0.34386992408498984,32.051444758660644,0.21981612883232338,0.5048014056163418,on,HLM_Fang2023,IVOT,9,MVE
139,0.40241611663641436,0.5598622890020961,0.27503907037389097,30.097981117599957,0.16750287445991274,0.5001419007885737,on,HLM_Fang2023,IVOT,9,EDL
140,0.3632820348232535,0.4668098415258841,0.2871960920767993,28.90345672634147,0.373324983984608,0.6216820550401657,on,HLM_Fang2023,OVOT,0,JMQR
141,0.36504254509898904,0.46871016376327596,0.2793716536180679,29.07422178457331,0.3682123735364079,0.612906186544024,on,HLM_Fang2023,OVOT,0,JQR
142,0.3363489580126465,0.4464440483296092,0.25000282001022067,26.58561088808516,0.42681284539066744,0.6731192375017238,on,HLM_Fang2023,OVOT,0,BASE
143,0.38814853900041,0.5009584924604432,0.30936752659078115,30.565635010549407,0.27828478592633754,0.5545965964011398,on,HLM_Fang2023,OVOT,0,DE
144,0.3400973686381368,0.44278055337404826,0.2549097646704337,27.01303613025515,0.4361813320194907,0.6654201416419327,on,HLM_Fang2023,OVOT,0,MCD
145,0.35885450621447973,0.4603195757265172,0.2789863590580377,28.374006087118115,0.3906297295460679,0.6291807968203416,on,HLM_Fang2023,OVOT,0,MVE
146,0.3547265326964313,0.46966959589430896,0.2836119986318284,27.589917612909616,0.36562323514594053,0.6228918559049799,on,HLM_Fang2023,OVOT,0,EDL
147,0.5860190229696158,0.6667956337945273,0.634803856878652,43.811866052414274,-0.10051098398807334,0.0997772276049902,on,HLM_Fang2023,OVOT,1,JQR
148,0.3991037185785925,0.5122924489345837,0.302558994960067,30.272158005310057,0.3504018254646035,0.6017211526583175,on,HLM_Fang2023,OVOT,1,JMQR
149,0.3486943950097689,0.45241962090378995,0.2723231893892286,26.53013408786894,0.4933690120821663,0.7051680479683027,on,HLM_Fang2023,OVOT,1,BASE
150,0.4342300234414872,0.5462553206128872,0.3468124678709348,32.29891171989139,0.2614154019231413,0.6553414584380036,on,HLM_Fang2023,OVOT,1,DE
151,0.34181789040064253,0.4406477591654893,0.2694885790651752,26.33430156417785,0.519390867894765,0.7214619317668095,on,HLM_Fang2023,OVOT,1,MCD
152,0.40765588271587755,0.5134934532409875,0.32545505758049753,30.698942933283917,0.3473524550846844,0.612881369758575,on,HLM_Fang2023,OVOT,1,MVE
153,0.3802580954876551,0.5092066580764208,0.2953195450740478,27.880069050125293,0.35820395876729494,0.6284157559041389,on,HLM_Fang2023,OVOT,1,EDL
154,0.3612132910053404,0.4814822605294511,0.2769858158818943,28.69157218697734,0.3312172016225168,0.6018438090528121,on,HLM_Fang2023,OVOT,2,JMQR
155,0.3740269943032567,0.5021838179137638,0.28945038744270835,29.44180886894243,0.2724716175150387,0.5775851332450431,on,HLM_Fang2023,OVOT,2,JQR
156,0.3583529637137788,0.47918460097399124,0.2466290007888452,28.413620904709568,0.3375849075984566,0.616457622346485,on,HLM_Fang2023,OVOT,2,BASE
157,0.3947692379564319,0.5128341179527298,0.30464860964805585,31.146242515697704,0.24128558898663954,0.5624700137611768,on,HLM_Fang2023,OVOT,2,DE
158,0.34725864363453623,0.45671535176379324,0.26239563918125297,27.50695491764971,0.3982505078331754,0.6365297314642256,on,HLM_Fang2023,OVOT,2,MCD
159,0.38462136851007445,0.4887681499779925,0.3225374936917369,30.509230761990956,0.3108237411768484,0.5749943464976097,on,HLM_Fang2023,OVOT,2,MVE
160,0.3390292624909722,0.463295572748942,0.2628963785782237,26.41873581898476,0.3807859346775293,0.6305246956850609,on,HLM_Fang2023,OVOT,2,EDL
161,0.3889415647484826,0.5065597178947381,0.28809874080522013,30.571357364741946,0.30089509877312604,0.5641840781896482,on,HLM_Fang2023,OVOT,3,JMQR
162,0.39296163043502647,0.5034157913307595,0.3042831628262296,30.97041912358403,0.3095460582996491,0.5839861180035728,on,HLM_Fang2023,OVOT,3,JQR
163,0.3812534944233398,0.5063256406398039,0.26042097833763933,29.68023542345028,0.3015410512284066,0.5690657904203597,on,HLM_Fang2023,OVOT,3,BASE
164,0.3953015518185841,0.5321638153876123,0.25749889959172034,30.606349172224938,0.22843640719597924,0.5493585846155531,on,HLM_Fang2023,OVOT,3,DE
165,0.35964790052094436,0.4923219585944605,0.2452417588886242,27.819853279243638,0.33964197873550617,0.6052815396022814,on,HLM_Fang2023,OVOT,3,MCD
166,0.3847781092575631,0.5204052475564057,0.28529469294508814,29.48664652559947,0.2621562913661448,0.5426923189684819,on,HLM_Fang2023,OVOT,3,MVE
167,0.37994135818150143,0.540694725063833,0.2636389983088979,28.653384016724566,0.20350086300289838,0.5374131224362843,on,HLM_Fang2023,OVOT,3,EDL
168,0.4334763321778933,0.5576171050372488,0.3139065341089955,32.66502748263729,0.27921964444196223,0.5506027869009461,on,HLM_Fang2023,OVOT,4,JMQR
169,0.4337900496241735,0.5538906778111848,0.32895617720175696,32.69277846071209,0.2888210744238421,0.5592002650554,on,HLM_Fang2023,OVOT,4,JQR
170,0.4080707456641585,0.5514733402330882,0.25777740576604213,30.41175157975221,0.2950151056936261,0.6161925204402298,on,HLM_Fang2023,OVOT,4,BASE
171,0.4592758019762656,0.5883506247100714,0.3804387628115252,34.47841738172824,0.1975773024152192,0.6086722295565992,on,HLM_Fang2023,OVOT,4,DE
172,0.38148241777008596,0.5104955671668735,0.2817185593747529,28.565705237256562,0.39589181843433885,0.6427727047304317,on,HLM_Fang2023,OVOT,4,MCD
173,0.41027747316294116,0.5662915309115555,0.29073329141177917,30.081335595255176,0.2566199527019696,0.6220603755328904,on,HLM_Fang2023,OVOT,4,MVE
174,0.39785689408655694,0.5493772498124814,0.3059363255817978,29.23108722600915,0.3003640633467237,0.6041791203814861,on,HLM_Fang2023,OVOT,4,EDL
175,0.3846991790296897,0.4839143557855041,0.3011099502043541,29.202563734906345,0.4390508149023429,0.6728833651071601,on,HLM_Fang2023,OVOT,5,JMQR
176,0.39669636758397914,0.49446652679101427,0.33609103188801664,30.38968552247817,0.4143201218021433,0.6905895937955653,on,HLM_Fang2023,OVOT,5,JQR
177,0.3582138491683386,0.45961706341532516,0.2545678057222016,27.183614721715287,0.4939670499882347,0.70572164376684,on,HLM_Fang2023,OVOT,5,BASE
